House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
32,Kemp Drive,Nigel,Patel,33,Head,Single,Male,Child psychotherapist,None,None
33,Kemp Drive,Jeffrey,Black,86,Head,Widowed,Male,Retired Barrister's clerk,None,Christian
34,Kemp Drive,Declan,Smith,58,Head,Married,Male,Public relations officer,None,None
34,Kemp Drive,Pamela,Smith,51,Wife,Married,Female,Special educational needs teacher,None,None
35,Kemp Drive,Adrian,Marshall,51,Head,Single,Male,"Scientist, water quality",None,Christian
36,Kemp Drive,Katie,Johnson,87,Head,Widowed,Female,Retired Field trials officer,None,Christian
37,Kemp Drive,Fiona,Jones,54,Head,Married,Female,Economist,None,Catholic
37,Kemp Drive,Martin,Jones,57,Husband,Married,Male,Unemployed,None,Catholic
37,Kemp Drive,Sara,Jones,17,Daughter,NA,Female,Student,None,NA
38,Kemp Drive,John,James,40,Head,Married,Male,Trade mark attorney,None,None
38,Kemp Drive,Kerry,James,33,Wife,Married,Female,Youth worker,None,None
39,Kemp Drive,Amy,Carr,48,Head,Single,Female,Counselling psychologist,None,Methodist
39,Kemp Drive,Donna,Carr,12,Daughter,NA,Female,Student,None,NA
40,Kemp Drive,Richard,Scott,59,Head,Single,Male,Geophysical data processor,None,Christian
41,Kemp Drive,Leon,Fletcher,65,Head,Married,Male,"Pharmacist, hospital",None,Christian
41,Kemp Drive,Natasha,Fletcher,60,Wife,Married,Female,Outdoor activities/education manager,None,Christian
42,Kemp Drive,Max,Patel,58,Head,Single,Male,"Engineer, automotive",None,Christian
43,Kemp Drive,Heather,Green,41,Head,Married,Female,"Administrator, arts",None,Christian
43,Kemp Drive,Brett,Green,43,Husband,Married,Male,"Engineer, manufacturing systems",None,None
43,Kemp Drive,Roger,Green,7,Son,NA,Male,Student,None,NA
44,Kemp Drive,Jeremy,Gibbons,42,Head,Single,Male,Further education lecturer,None,Methodist
45,Kemp Drive,Joel,Morgan,88,Head,Widowed,Male,"Retired Surveyor, building",None,None
46,Kemp Drive,Justin,Evans,61,Head,Single,Male,"Administrator, charities/voluntary organisations",None,Christian
47,Kemp Drive,Hazel,Nicholson,65,Head,Widowed,Female,"Administrator, sports",None,Methodist
48,Kemp Drive,Debra,Stewart,68,Head,Divorced,Female,"Retired Engineer, communications",None,Christian
49,Kemp Drive,Jonathan,Williams,89,Head,Married,Male,Retired Insurance broker,None,Methodist
49,Kemp Drive,Hayley,Williams,81,Wife,Married,Female,"Retired Surveyor, mining",None,Methodist
50,Kemp Drive,Alison,Knowles,38,Head,Divorced,Female,"Engineer, automotive",None,Catholic
50,Kemp Drive,Joanna,Knowles,13,Daughter,NA,Female,Student,None,NA
50,Kemp Drive,Mark,Knowles,11,Son,NA,Male,Student,None,NA
51,Kemp Drive,Marion,Chapman,73,Head,Widowed,Female,"Retired Engineer, civil (contracting)",None,Christian
52,Kemp Drive,Alan,James,53,Head,Single,Male,"Engineer, electronics",None,Catholic
53,Kemp Drive,Frances,Gilbert,37,Head,Married,Female,Unemployed,None,Methodist
53,Kemp Drive,Stewart,Gilbert,41,Husband,Married,Male,"Radiographer, therapeutic",None,None
54,Kemp Drive,Roy,Elliott,21,Head,Single,Male,University Student,None,None
54,Kemp Drive,Alexander,Saunders,20,None,Single,Male,University Student,None,Catholic
55,Kemp Drive,Ian,Barnett,46,Head,Single,Male,Unemployed,None,None
55,Kemp Drive,James,Barnett,7,Son,NA,Male,Student,None,NA
56,Kemp Drive,Lawrence,McDonald,44,Head,Single,Male,Dealer,None,None
57,Kemp Drive,Elliot,Bull,23,Head,Single,Male,"Nurse, learning disability",None,Catholic
58,Kemp Drive,Valerie,Wilson-Wyatt,58,Head,Single,Female,"Nurse, learning disability",None,Christian
58,Kemp Drive,Leigh,Wilson-Wyatt,64,Cousin,Divorced,Male,"Administrator, local government",None,None
58,Kemp Drive,Mary,Whitehouse,76,Cousin,Widowed,Female,Retired Writer,None,Christian
59,Kemp Drive,Gail,Cooper,33,Head,Single,Female,"Designer, television/film set",None,Catholic
59,Kemp Drive,Rhys,Cooper,5,Son,NA,Male,Student,None,NA
59,Kemp Drive,Howard,Cooper,3,Son,NA,Male,Child,None,NA
60,Kemp Drive,David,Smart,74,Head,Widowed,Male,Retired Stage manager,None,Christian
1,Strawberry Lane,Linda,Gordon,71,Head,Married,Female,Retired Advertising account executive,None,Methodist
1,Strawberry Lane,Charles,Gordon,72,Husband,Married,Male,Retired Ship broker,None,None
2,Strawberry Lane,Katy,Davis,38,Head,Married,Female,Osteopath,None,None
2,Strawberry Lane,David,Davis,42,Husband,Married,Male,"Education officer, museum",None,None
2,Strawberry Lane,Edward,Davis,7,Son,NA,Male,Student,None,NA
2,Strawberry Lane,Christian,Davis,7,Son,NA,Male,Student,None,NA
3,Strawberry Lane,Alexander,Harvey,31,Head,Single,Male,PhD Student,None,None
3,Strawberry Lane,Iain,Collins,21,None,Single,Male,University Student,None,Christian
4,Strawberry Lane,Teresa,Collins,75,Head,Divorced,Female,Retired Associate Professor,None,None
5,Strawberry Lane,Lynn,Stokes,41,Head,Single,Female,Aeronautical engineer,None,Catholic
5,Strawberry Lane,Mathew,Taylor,44,None,Single,Male,Medical secretary,None,Catholic
6,Strawberry Lane,Beverley,Jones,30,Head,Married,Female,Unemployed,None,None
6,Strawberry Lane,Marcus,Jones,31,Husband,Married,Male,Immunologist,None,None
7,Strawberry Lane,Lynda,Shaw,45,Head,Single,Female,"Programmer, multimedia",None,Christian
7,Strawberry Lane,Grace,Shaw,9,Step-Daughter,NA,Female,Student,None,NA
8,Strawberry Lane,Kathleen,Stevens,73,Head,Married,Female,Retired Higher education lecturer,None,Methodist
8,Strawberry Lane,Darren,Stevens,76,Husband,Married,Male,Retired Telecommunications researcher,None,Methodist
9,Strawberry Lane,Michael,Shah,22,Head,Single,Male,University Student,None,None
9,Strawberry Lane,Vanessa,Connolly,21,None,Single,Female,University Student,None,Christian
10,Strawberry Lane,Susan,Hall,33,Head,Divorced,Female,Unemployed,None,Catholic
10,Strawberry Lane,Maureen,Hall,3,Daughter,NA,Female,Child,None,NA
11,Strawberry Lane,Hilary,Palmer,66,Head,Divorced,Female,"Therapist, sports",None,Christian
12,Strawberry Lane,Anthony,Clarke,25,Head,Single,Male,Quarry manager,None,Muslim
13,Strawberry Lane,Joanne,Hilton,68,Head,Single,Female,"Retired Teacher, adult education",None,None
14,Strawberry Lane,Rachel,Parkinson,50,Head,Divorced,Female,Unemployed,Deaf,Christian
14,Strawberry Lane,Leslie,Parkinson,12,Son,NA,Male,Student,None,NA
15,Strawberry Lane,Rita,Stevens,47,Head,Married,Female,"Pilot, airline",None,Catholic
15,Strawberry Lane,Stanley,Stevens,52,Husband,Married,Male,Translator,None,Catholic
15,Strawberry Lane,Adam,Stevens,20,Son,Single,Male,University Student,None,None
15,Strawberry Lane,Dominic,Stevens,4,Son,NA,Male,Child,None,NA
16,Strawberry Lane,Jeremy,Mitchell,48,Head,Single,Male,Best boy,None,Methodist
16,Strawberry Lane,Leon,Parkin,46,None,Single,Male,Unemployed,None,Catholic
17,Strawberry Lane,Lesley,Mitchell,39,Head,Married,Female,"Teacher, primary school",None,Catholic
17,Strawberry Lane,Shaun,Mitchell,41,Husband,Married,Male,Ambulance person,None,Catholic
17,Strawberry Lane,Joseph,Mitchell,9,Son,NA,Male,Student,None,NA
17,Strawberry Lane,Teresa,Mitchell,7,Daughter,NA,Female,Student,None,NA
18,Strawberry Lane,Terry,Clarke,75,Head,Widowed,Male,"Retired Editor, magazine features",None,Christian
19,Strawberry Lane,Natasha,Palmer,31,Head,Married,Female,Charity officer,None,None
19,Strawberry Lane,Marc,Palmer,35,Husband,Married,Male,"Psychologist, clinical",None,None
19,Strawberry Lane,Carly,Palmer,9,Daughter,NA,Female,Student,None,NA
19,Strawberry Lane,Sharon,Palmer,7,Daughter,NA,Female,Student,None,NA
20,Strawberry Lane,Donna,Scott,67,Head,Married,Female,Warden/ranger,None,Christian
20,Strawberry Lane,Garry,Scott,67,Husband,Married,Male,Landscape architect,None,Christian
20,Strawberry Lane,Leigh,Scott,29,Son,Single,Male,Academic librarian,None,Christian
21,Strawberry Lane,Fiona,Evans,49,Head,Married,Female,Financial controller,None,Methodist
21,Strawberry Lane,Hugh,Evans,47,Husband,Married,Male,"Civil engineer, contracting",None,Christian
22,Strawberry Lane,Jasmine,Porter,31,Head,Single,female,Unemployed,None,Christian
22,Strawberry Lane,Steven,Porter,2,Son,NA,Male,Child,None,NA
22,Strawberry Lane,Gemma,Shepherd,42,Lodger,Divorced,Female,Financial planner,None,None
22,Strawberry Lane,Jennifer,Jordan,35,Lodger,Single,Female,English as a second language teacher,None,Muslim
22,Strawberry Lane,Marian,Jones,40,Lodger,Single,Female,"Geologist, engineering",None,Christian
23,Strawberry Lane,Tracey,Skinner,49,Head,Married,Female,"Designer, television/film set",None,Catholic
23,Strawberry Lane,Tony,Skinner,47,Husband,Married,Male,Osteopath,None,Catholic
23,Strawberry Lane,David,Lambert-Skinner,20,Son,Single,Male,University Student,None,Catholic
23,Strawberry Lane,Georgina,Lambert-Skinner,17,Daughter,NA,Female,Student,None,NA
23,Strawberry Lane,Douglas,Lambert-Skinner,17,Son,NA,Male,Student,None,NA
24,Strawberry Lane,Brenda,Jones,36,Head,Single,Female,Unemployed,None,None
24,Strawberry Lane,Brandon,Jones,3,Son,NA,male,Child,None,NA
24,Strawberry Lane,Sandra,Jones,2,Daughter,NA,Female,Child,None,NA
25,Strawberry Lane,Diane,Preston,57,Head,Married,Female,Public affairs consultant,None,Christian
25,Strawberry Lane,Gerard,Preston,61,Husband,Married,Male,Mudlogger,None,Christian
25,Strawberry Lane,Leonard,Preston,21,Son,Single,Male,University Student,None,Christian
25,Strawberry Lane,Denis,Taylor-Preston,5,Son,NA,Male,Student,None,NA
26,Strawberry Lane,Angela,Lawson,44,Head,Single,Female,Administrator,None,Methodist
26,Strawberry Lane,Anthony,Lawson,14,Son,NA,Male,Student,None,NA
26,Strawberry Lane,Zoe,Lawson,12,Daughter,NA,Female,Student,None,NA
27,Strawberry Lane,Gavin,Martin,27,Head,Married,Male,Economist,None,None
27,Strawberry Lane,Ashleigh,Martin,26,Wife,Married,Female,Television camera operator,None,None
28,Strawberry Lane,Lisa,Lamb,55,Head,Single,Female,Unemployed,None,Christian
28,Strawberry Lane,Lucy,Barton,38,None,Single,Female,Museum/gallery curator,None,Catholic
28,Strawberry Lane,Geraldine,Morris,18,None,Single,Female,Student,None,NA
28,Strawberry Lane,Craig,Griffiths,36,None,Single,Male,Emergency planning/management officer,None,None
29,Strawberry Lane,Ellie,Slater,40,Head,Single,Female,Site engineer,None,Catholic
29,Strawberry Lane,Danny,Jones,42,Partner,Single,Male,Unemployed,None,Catholic
29,Strawberry Lane,Rita,Slater,6,Daughter,NA,Female,Student,None,NA
29,Strawberry Lane,Jordan,Slater,3,Son,NA,Male,Child,None,NA
29,Strawberry Lane,Nigel,King,30,Lodger,Single,Male,Television production assistant,None,Catholic
30,Strawberry Lane,Beverley,Heath,40,Head,Single,Female,Unemployed,None,Christian
30,Strawberry Lane,Pamela,Heath,10,Daughter,NA,Female,Student,None,NA
30,Strawberry Lane,Keith,Heath,7,Son,NA,Male,Student,None,NA
30,Strawberry Lane,Nicholas,Heath,3,Son,NA,Male,Child,None,NA
31,Strawberry Lane,Diana,Walker,68,Head,Married,Female,Retired Pathologist,None,None
31,Strawberry Lane,Duncan,Walker,73,Husband,Married,Male,"Retired Scientist, research (physical sciences)",None,None
32,Strawberry Lane,Trevor,Brown-Cross,32,Head,Married,Male,Unemployed,None,Christian
32,Strawberry Lane,Jasmine,Brown-Cross,32,Wife,Married,Female,"Education officer, museum",None,Christian
33,Strawberry Lane,Joe,Griffin,87,Head,Married,Male,Retired Agricultural consultant,None,Christian
33,Strawberry Lane,Jill,Griffin,83,Wife,Married,Female,Retired Tour manager,None,Christian
34,Strawberry Lane,Kerry,Harris,67,Head,Widowed,Female,Special effects artist,None,Christian
35,Strawberry Lane,Elliott,Wells,36,Head,Single,Male,"Scientist, physiological",None,None
36,Strawberry Lane,Kayleigh,Lees,83,Head,Married,f,Retired Osteopath,None,Christian
36,Strawberry Lane,Howard,Lees,85,Husband,Married,Male,Retired Site engineer,None,Christian
37,Strawberry Lane,Graeme,Lee,67,Head,Married,Male,Academic librarian,None,Methodist
37,Strawberry Lane,Hayley,Lee,67,Wife,Married,Female,Conference centre manager,None,Methodist
38,Strawberry Lane,Abigail,Hewitt,27,Head,Divorced,Female,Unemployed,None,None
38,Strawberry Lane,Carl,Hewitt,2,Son,NA,Male,Child,None,NA
38,Strawberry Lane,Melissa,Fry,31,Lodger,Single,Female,Unemployed,None,None
38,Strawberry Lane,Stuart,Matthews,22,Lodger,Single,Male,University Student,None,None
38,Strawberry Lane,Kerry,Dyer,40,Lodger,Single,Female,Public relations account executive,None,Methodist
39,Strawberry Lane,Kirsty,Martin,35,Head,Divorced,Female,Unemployed,None,Catholic
39,Strawberry Lane,Alexandra,Martin,11,Daughter,NA,Female,Student,None,NA
39,Strawberry Lane,Timothy,Martin,8,Son,NA,Male,Student,None,NA
40,Strawberry Lane,Lorraine,Gibbs,46,Head,Single,Female,Unemployed,None,None
40,Strawberry Lane,Gary,Gibbs,19,Son,Single,Male,University Student,None,None
41,Strawberry Lane,Zoe,Taylor,49,Head,Single,Female,Media planner,None,None
42,Strawberry Lane,Trevor,Harris,51,Head,Divorced,Male,"Producer, television/film/video",None,Christian
43,Strawberry Lane,Lynda,Cox,65,Head,Married,Female,Dealer,None,None
43,Strawberry Lane,Brett,Cox,65,Husband,Married,Male,Unemployed,None,None
43,Strawberry Lane,Clifford,Cox,30,Son,Single,Male,Museum/gallery exhibitions officer,None,None
43,Strawberry Lane,Ryan,Cox,29,Son,Divorced,Male,"Engineer, chemical",None,None
43,Strawberry Lane,Carl,Cox,10,Son,NA,Male,Student,None,NA
44,Strawberry Lane,Thomas,Fox,47,Head,Single,Male,Manufacturing engineer,None,None
45,Strawberry Lane,Judith,Oliver,22,Head,Single,Female,University Student,None,Catholic
45,Strawberry Lane,Callum,Miles,24,Partner,Single,Male,"Administrator, charities/voluntary organisations",None,Catholic
46,Strawberry Lane,Margaret,Glover,53,Head,Single,Female,Higher education careers adviser,None,Catholic
46,Strawberry Lane,Marcus,Evans,55,Partner,Single,Male,Advertising art director,None,Catholic
47,Strawberry Lane,Chelsea,Lee,67,Head,Married,Female,"Surveyor, minerals",None,Christian
47,Strawberry Lane,Duncan,Lee,66,Husband,Married,Male,Cytogeneticist,None,Christian
48,Strawberry Lane,Carole,Williams,26,Head,Single,Female,"Journalist, newspaper",None,None
48,Strawberry Lane,Elliot,Hall,25,Partner,Single,Male,Unemployed,None,None
48,Strawberry Lane,Katie,Williams,3,Daughter,NA,Female,Child,None,NA
49,Strawberry Lane,Chelsea,Brown,42,Head,Single,Female,Land,None,Catholic
49,Strawberry Lane,Mitchell,Lee,43,Partner,Single,Male,Press sub,None,Catholic
49,Strawberry Lane,Gerard,Brown,11,Son,NA,Male,Student,None,NA
49,Strawberry Lane,Kyle,Brown,9,Son,NA,Male,Student,None,NA
1,White Trafficway,Douglas,Johnson,67,Head,Widowed,Male,Sub,None,Christian
1,White Trafficway,Josh,Johnson,20,Grandson,Single,Male,University Student,None,Christian
1,White Trafficway,Denis,Hopkins,18,Grandson,Single,Male,Student,None,Christian
1,White Trafficway,Samuel,Rees,18,Grandson,Single,Male,Student,None,None
1,White Trafficway,Jane,Jackson,16,Granddaughter,NA,Female,Student,None,NA
2,White Trafficway,Lee,Gilbert,71,Head,Married,Male,"Retired Nurse, adult",None,Christian
2,White Trafficway,Ruth,Gilbert,69,Wife,Married,Female,"Retired Doctor, general practice",None,Christian
2,White Trafficway,Arthur,Gilbert,21,Grandson,Single,Male,University Student,None,Christian
2,White Trafficway,Martyn,Kennedy,12,Grandson,NA,Male,Student,None,NA
2,White Trafficway,Hayley,Kennedy,8,Granddaughter,NA,Female,Student,None,NA
2,White Trafficway,Clifford,Kennedy,7,Grandson,NA,Male,Student,None,NA
2,White Trafficway,Robert,Kennedy,3,Grandson,NA,Male,Child,None,NA
2,White Trafficway,Samuel,Wheeler,50,Sibling,Single,Male,Geophysical data processor,None,Christian
2,White Trafficway,Russell,Hutchinson,38,Lodger,Single,Male,Medical physicist,None,Catholic
2,White Trafficway,Alan,Wade,50,Lodger,Single,Male,"Exhibitions officer, museum/gallery",None,None
2,White Trafficway,Jodie,Brown,25,Lodger,Single,Female,"Psychologist, prison and probation services",None,Christian
2,White Trafficway,Grace,Lewis,39,Cousin,Single,Female,"Therapist, sports",None,Methodist
3,White Trafficway,Philip,Harper,49,Head,Married,Male,Energy engineer,None,Methodist
3,White Trafficway,Paige,Harper,46,Wife,Married,Female,Forensic psychologist,None,None
3,White Trafficway,Sam,Harper,19,Son,Divorced,male,University Student,None,Methodist
3,White Trafficway,Melanie,Harper,14,Daughter,NA,Female,Student,None,NA
3,White Trafficway,Ricky,Harper,14,Son,NA,Male,Student,None,NA
4,White Trafficway,Brett,Smith,41,Head,Single,Male,Recruitment consultant,None,None
4,White Trafficway,Denis,Thomas,20,Lodger,Divorced,Male,University Student,None,Methodist
4,White Trafficway,Claire,Cunningham,42,Lodger,Single,Female,Unemployed,None,Catholic
4,White Trafficway,Christian,Evans,21,Lodger,Divorced,Male,University Student,None,None
4,White Trafficway,Lynn,Baker,52,Lodger,Divorced,Female,Barrister's clerk,None,None
4,White Trafficway,Valerie,Stanley,39,Lodger,Divorced,Female,Mudlogger,None,Christian
5,White Trafficway,Jill,Edwards,35,Head,Divorced,Female,Media planner,None,Catholic
5,White Trafficway,Chloe,Edwards,10,Daughter,NA,Female,Student,None,NA
5,White Trafficway,Kim,Edwards,9,Daughter,NA,Female,Student,None,NA
5,White Trafficway,Philip,Edwards,5,Son,NA,Male,Student,None,NA
5,White Trafficway,Dylan,Edwards,5,Son,NA,Male,Student,None,NA
6,White Trafficway,Kayleigh,Edwards,67,Head,Married,Female,Community pharmacist,None,Christian
6,White Trafficway,Liam,Nicholson,68,Husband,Married,Male,"Retired Designer, industrial/product",None,Christian
6,White Trafficway,Jeremy,Edwards,44,Son,Widowed,Male,Sports therapist,None,Christian
6,White Trafficway,Jodie,Edwards,43,Daughter,Divorced,Female,Outdoor activities/education manager,None,None
6,White Trafficway,Tracey,Edwards,42,Daughter,Single,Female,"Psychologist, educational",None,Christian
6,White Trafficway,Declan,Edwards,38,Son,Single,Male,"Scientist, physiological",None,Christian
6,White Trafficway,Susan,Edwards,37,Daughter,Single,Female,"Development worker, international aid",None,Christian
7,White Trafficway,Joan,Green,59,Head,Married,Female,Seismic interpreter,None,Christian
7,White Trafficway,Mathew,Green,61,Husband,Married,Male,Photographer,None,None
7,White Trafficway,Donald,Green,32,Son,Single,Male,Unemployed,None,None
7,White Trafficway,Jane,Green,30,Daughter,Single,Female,Emergency planning/management officer,None,Christian
7,White Trafficway,Geoffrey,Green,26,Son,Single,Male,Systems developer,None,None
7,White Trafficway,Kathleen,Green,23,Daughter,Divorced,Female,Research scientist (medical),None,None
7,White Trafficway,Pamela,Green,20,Daughter,Single,Female,"Engineer, petroleum",None,Christian
7,White Trafficway,Justin,Green,19,Son,Single,Male,University Student,None,Christian
7,White Trafficway,Stewart,Green,18,Son,Single,Male,Student,None,Christian
7,White Trafficway,Chelsea,Green,15,Daughter,NA,Female,Student,None,NA
7,White Trafficway,Sylvia,Green,13,Daughter,NA,Female,Student,None,NA
